inds,grades
9124,1
9125,1
9126,1
9127,5
9128,1
9129,1
9130,1
9131,1
9132,5
9133,5
9134,1
9135,1
9136,1
9137,4
9138,3
9139,1
9140,1
9141,1
9142,1
9143,3
9144,1
9145,1
9146,1
9147,1
9148,1
9149,5
9150,1
9151,5
9152,5
9153,1
9154,5
9155,5
9156,3
9157,3
9158,5
9159,5
9160,5
9161,5
9162,1
9163,1
9164,1
9165,1
9166,2
9167,1
9168,5
9169,1
9170,3
9171,5
9172,5
9173,5
9174,1
9175,1
9176,1
9177,5
9178,1
9179,1
9180,5
9181,1
9182,1
9183,1
9184,5
9185,1
9186,1
9187,5
9188,1
9189,1
9190,1
9191,5
9192,1
9193,1
9194,1
9195,1
9196,1
9197,5
9198,1
9199,1
9200,1
9201,1
9202,5
9203,1
9204,5
9205,1
9206,1
9207,1
9208,1
9209,5
9210,1
9211,1
9212,1
9213,1
9214,1
9215,5
9216,1
9217,5
9218,1
9219,1
9220,5
9221,5
9222,1
9223,1
9224,2
9225,1
9226,1
9227,5
9228,1
9229,1
9230,1
9231,1
9232,1
9233,1
9234,5
9235,3
9236,1
9237,1
9238,5
9239,1
9240,5
9241,1
9242,5
9243,1
9244,5
9245,1
9246,5
9247,5
9248,1
9249,1
9250,1
9251,1
9252,1
9253,5
9254,1
9255,1
9256,1
9257,1
9258,2
9259,1
9260,1
9261,1
9262,1
9263,1
9264,1
9265,5
9266,1
9267,3
9268,1
9269,1
9270,1
9271,5
9272,5
9273,5
9274,1
9275,1
9276,1
9277,1
9278,5
9279,1
9280,1
9281,1
9282,1
9283,5
9284,1
9285,5
9286,1
9287,1
9288,5
9289,1
9290,5
9291,1
9292,5
9293,1
9294,2
9295,5
9296,1
9297,1
9298,1
9299,1
9300,1
9301,1
9302,1
9303,3
9304,1
9305,1
9306,1
9307,1
9308,5
9309,1
9310,5
9311,1
9312,1
9313,3
9314,1
9315,1
9316,5
9317,1
9318,1
9319,1
9320,1
9321,1
9322,3
9323,1
9324,1
9325,5
9326,1
9327,5
9328,5
9329,4
9330,1
9331,1
9332,1
9333,5
9334,1
9335,1
9336,1
9337,5
9338,1
9339,5
9340,5
9341,1
9342,2
9343,1
9344,1
9345,1
9346,1
9347,5
9348,1
9349,1
9350,1
9351,1
9352,5
9353,1
9354,1
9355,1
9356,1
9357,5
9358,1
9359,1
9360,1
9361,1
9362,1
9363,1
9364,5
9365,1
9366,1
9367,5
9368,1
9369,3
9370,1
9371,1
9372,1
9373,5
9374,5
9375,5
9376,1
9377,1
9378,5
9379,1
9380,5
9381,1
9382,1
9383,1
9384,2
9385,1
9386,1
9387,5
9388,2
9389,5
9390,5
9391,5
9392,1
9393,4
9394,1
9395,1
9396,1
9397,1
9398,1
9399,5
9400,5
9401,5
9402,5
9403,1
9404,1
9405,1
9406,1
9407,1
9408,1
9409,5
9410,1
9411,1
9412,5
9413,1
9414,5
9415,1
9416,1
9417,1
9418,1
9419,5
9420,1
9421,1
9422,1
9423,5
9424,1
9425,1
9426,1
9427,1
9428,5
9429,1
9430,1
9431,1
9432,5
9433,1
9434,5
9435,1
9436,5
9437,1
9438,5
9439,1
9440,1
9441,1
9442,1
9443,1
9444,1
9445,5
9446,5
9447,1
9448,1
9449,1
9450,5
9451,1
9452,5
9453,2
9454,1
9455,5
9456,1
9457,1
9458,5
9459,1
9460,5
9461,1
9462,1
9463,1
9464,5
9465,5
9466,1
9467,5
9468,1
9469,5
9470,5
9471,5
9472,1
9473,1
9474,1
9475,5
9476,5
9477,5
9478,1
9479,1
9480,1
9481,1
9482,5
9483,1
9484,1
9485,1
9486,1
9487,1
9488,5
9489,1
9490,3
9491,1
9492,1
9493,1
9494,5
9495,1
9496,1
9497,1
9498,1
9499,1
9500,1
9501,1
9502,1
9503,1
9504,1
9505,3
9506,1
9507,1
9508,5
9509,1
9510,2
9511,1
9512,1
9513,1
9514,1
9515,5
9516,1
9517,1
9518,1
9519,1
9520,1
9521,5
9522,1
9523,1
9524,5
9525,1
9526,5
9527,1
9528,1
9529,1
9530,1
9531,1
9532,1
9533,1
9534,1
9535,1
9536,1
9537,5
9538,1
9539,5
9540,1
9541,1
9542,5
9543,1
9544,1
9545,1
9546,1
9547,5
9548,3
9549,1
9550,1
9551,1
9552,3
9553,1
9554,1
9555,5
9556,5
9557,1
9558,1
9559,5
9560,1
9561,5
9562,1
9563,1
9564,1
9565,1
9566,1
9567,5
9568,1
9569,5
9570,1
9571,5
9572,5
9573,1
9574,1
9575,1
9576,1
9577,3
9578,5
9579,5
9580,1
9581,1
9582,5
9583,5
9584,5
9585,5
9586,5
9587,5
9588,1
9589,1
9590,4
9591,1
9592,1
9593,1
9594,1
9595,1
9596,2
9597,1
9598,1
9599,1
9600,1
9601,5
9602,1
9603,5
9604,1
9605,1
9606,4
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,5
9614,1
9615,5
9616,5
9617,1
9618,1
9619,1
9620,1
9621,1
9622,1
9623,1
9624,1
9625,1
9626,1
9627,1
9628,1
9629,1
9630,5
9631,1
9632,1
9633,5
9634,1
9635,1
9636,1
9637,1
9638,1
9639,1
9640,3
9641,2
9642,1
9643,5
9644,1
9645,1
9646,1
9647,5
9648,1
9649,5
9650,1
9651,1
9652,5
9653,1
9654,1
9655,5
9656,1
9657,1
9658,1
9659,5
9660,1
9661,5
9662,1
9663,1
9664,1
9665,1
9666,1
9667,5
9668,1
9669,1
9670,1
9671,5
9672,1
9673,5
9674,1
9675,4
9676,3
9677,4
9678,5
9679,5
9680,5
9681,1
9682,3
9683,1
9684,1
9685,5
9686,1
9687,1
9688,5
9689,5
9690,1
9691,1
9692,1
9693,5
9694,5
9695,5
9696,1
9697,1
9698,5
9699,5
9700,1
9701,1
9702,5
9703,1
9704,1
9705,1
9706,1
9707,5
9708,5
9709,1
9710,1
9711,1
9712,1
9713,5
9714,5
9715,1
9716,1
9717,1
9718,1
9719,4
9720,1
9721,5
9722,1
9723,1
9724,1
9725,5
9726,5
9727,5
9728,1
9729,5
9730,1
9731,1
9732,5
9733,5
9734,2
9735,1
9736,1
9737,5
9738,5
9739,5
9740,1
9741,1
9742,1
9743,2
9744,1
9745,1
9746,1
9747,1
9748,1
9749,1
9750,1
9751,1
9752,5
9753,1
9754,1
9755,1
9756,5
9757,5
9758,5
9759,5
9760,5
9761,5
9762,5
9763,1
9764,5
9765,5
9766,5
9767,1
9768,5
9769,1
9770,1
9771,1
9772,1
9773,1
9774,1
9775,1
9776,5
9777,1
9778,1
9779,1
9780,5
9781,5
9782,1
9783,1
9784,1
9785,5
9786,1
9787,1
9788,1
9789,1
9790,1
9791,5
9792,1
9793,3
9794,5
9795,1
9796,5
9797,2
9798,5
9799,5
9800,1
9801,1
9802,2
9803,5
9804,1
9805,5
9806,5
9807,1
9808,3
9809,1
9810,5
9811,1
9812,1
9813,1
9814,1
9815,5
9816,5
9817,1
9818,1
9819,5
9820,1
9821,1
9822,5
9823,1
9824,5
9825,1
9826,1
9827,5
9828,1
9829,1
9830,1
9831,1
9832,1
9833,2
9834,1
9835,2
9836,1
9837,5
9838,1
9839,5
9840,3
9841,1
9842,1
9843,3
9844,1
9845,1
9846,1
9847,1
9848,1
9849,1
9850,5
9851,5
9852,1
9853,3
9854,1
9855,3
9856,5
9857,1
9858,5
9859,5
9860,1
9861,5
9862,5
9863,1
9864,5
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,2
9874,5
9875,5
9876,5
9877,5
9878,5
9879,3
9880,1
9881,3
9882,1
9883,1
9884,1
9885,1
9886,1
9887,5
9888,1
9889,2
9890,1
9891,1
9892,1
9893,1
9894,1
9895,1
9896,5
9897,5
9898,3
9899,1
9900,5
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,1
9908,1
9909,1
9910,5
9911,1
9912,1
9913,5
9914,1
9915,1
9916,3
9917,1
9918,1
9919,1
9920,5
9921,5
9922,1
9923,5
9924,1
9925,1
9926,1
9927,5
9928,1
9929,1
9930,5
9931,1
9932,1
9933,1
9934,1
9935,1
9936,5
9937,1
9938,1
9939,5
9940,1
9941,1
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,1
9949,1
9950,1
9951,1
9952,1
9953,1
9954,1
9955,1
9956,5
9957,1
9958,5
9959,1
9960,1
9961,2
9962,1
9963,1
9964,1
9965,1
9966,2
9967,5
9968,5
9969,5
9970,1
9971,5
9972,5
9973,5
9974,1
9975,5
9976,1
9977,5
9978,2
9979,1
9980,1
9981,3
9982,1
9983,5
9984,5
9985,1
9986,1
9987,1
9988,1
9989,1
9990,1
9991,2
9992,5
9993,1
9994,5
9995,1
9996,1
9997,5
9998,5
9999,1
10000,1
10001,1
10002,1
10003,5
10004,1
10005,1
10006,1
10007,1
10008,5
10009,5
10010,2
10011,1
10012,1
10013,1
10014,1
10015,5
10016,3
10017,1
10018,5
10019,5
10020,1
10021,1
10022,5
10023,5
10024,1
10025,1
10026,1
10027,5
10028,1
10029,1
10030,1
10031,1
10032,1
10033,5
10034,5
10035,1
10036,5
10037,1
10038,1
10039,5
10040,1
10041,1
10042,1
10043,1
10044,1
10045,5
10046,4
10047,1
10048,1
10049,5
10050,1
10051,5
10052,1
10053,1
10054,1
10055,1
10056,1
10057,3
10058,1
10059,1
10060,5
10061,1
10062,2
10063,1
10064,1
10065,1
10066,1
10067,5
10068,1
10069,1
10070,1
10071,5
10072,1
10073,1
10074,1
10075,5
10076,1
10077,1
10078,1
10079,5
10080,1
10081,5
10082,1
10083,1
10084,5
10085,1
10086,1
10087,1
10088,1
10089,5
10090,1
10091,1
10092,1
10093,5
10094,5
10095,1
10096,1
10097,5
10098,5
10099,1
10100,1
10101,1
10102,1
10103,1
10104,1
10105,1
10106,1
10107,5
10108,1
10109,5
10110,5
10111,5
10112,1
10113,1
10114,1
10115,1
10116,1
10117,1
10118,1
10119,5
10120,1
10121,1
10122,2
10123,1
10124,5
10125,1
10126,5
10127,1
10128,5
10129,1
10130,1
10131,5
10132,5
10133,5
10134,5
10135,1
10136,1
10137,1
10138,1
10139,1
10140,1
10141,1
10142,1
10143,1
10144,1
10145,5
10146,1
10147,5
10148,5
10149,1
10150,5
10151,5
10152,1
10153,5
10154,3
10155,1
10156,1
10157,5
10158,5
10159,1
10160,5
10161,5
10162,1
10163,1
10164,5
10165,1
10166,1
10167,5
10168,5
10169,1
10170,1
10171,5
10172,1
10173,1
10174,5
10175,1
10176,1
10177,1
10178,5
10179,5
10180,1
10181,3
10182,5
10183,1
10184,5
10185,1
10186,1
10187,1
10188,1
10189,1
10190,1
10191,1
10192,1
10193,5
10194,1
10195,1
10196,5
10197,5
10198,1
10199,1
10200,1
10201,1
10202,5
10203,2
10204,5
10205,1
10206,1
10207,1
10208,1
10209,5
10210,5
10211,5
10212,1
10213,1
10214,3
10215,5
10216,1
10217,1
10218,1
10219,5
10220,1
10221,1
10222,5
10223,1
10224,1
10225,5
10226,1
10227,1
10228,1
10229,5
10230,1
10231,1
10232,1
10233,1
10234,3
10235,5
10236,1
10237,1
10238,1
10239,1
10240,1
10241,1
10242,5
10243,1
10244,1
10245,1
10246,5
10247,5
10248,1
10249,5
10250,1
10251,1
10252,5
10253,1
10254,1
10255,5
10256,1
10257,5
10258,5
10259,1
10260,5
10261,5
10262,2
10263,5
10264,1
10265,1
10266,1
10267,1
10268,1
10269,5
10270,2
10271,5
10272,5
10273,1
10274,1
10275,5
10276,5
10277,1
10278,5
10279,5
10280,1
10281,1
10282,5
10283,1
10284,1
10285,5
10286,1
10287,1
10288,5
10289,5
10290,1
10291,5
10292,1
10293,5
10294,1
10295,3
10296,1
10297,1
10298,1
10299,5
10300,1
10301,5
10302,5
10303,1
10304,1
10305,1
10306,1
10307,1
10308,1
10309,1
10310,5
10311,5
10312,1
10313,5
10314,1
10315,1
10316,1
10317,5
10318,1
10319,1
10320,3
10321,1
10322,1
10323,1
10324,1
10325,1
10326,1
10327,1
10328,1
10329,1
10330,1
10331,1
10332,5
10333,1
10334,1
10335,5
10336,5
10337,1
10338,3
10339,1
10340,1
10341,1
10342,1
10343,5
10344,3
10345,1
10346,5
10347,1
10348,1
10349,1
10350,5
10351,5
10352,1
10353,1
10354,1
10355,1
10356,1
10357,1
10358,1
10359,1
10360,5
10361,5
10362,5
10363,1
10364,1
10365,1
10366,1
10367,1
10368,1
10369,5
10370,1
10371,1
10372,1
10373,1
10374,1
10375,5
10376,1
10377,4
10378,1
10379,1
10380,1
10381,1
10382,5
10383,1
10384,1
10385,1
10386,1
10387,1
10388,5
10389,5
10390,1
10391,1
10392,5
10393,1
10394,5
10395,1
10396,1
10397,1
10398,5
10399,1
10400,1
10401,1
10402,1
10403,5
10404,5
10405,1
10406,1
10407,1
10408,1
10409,1
10410,1
10411,5
10412,1
10413,5
10414,1
10415,1
10416,1
10417,1
10418,1
10419,1
10420,1
10421,1
10422,1
10423,5
10424,5
10425,1
10426,5
10427,1
10428,1
10429,1
10430,2
10431,1
10432,5
10433,1
10434,1
10435,2
10436,5
10437,1
10438,1
10439,5
10440,5
10441,2
10442,1
10443,4
10444,1
10445,1
10446,1
10447,1
10448,2
10449,5
10450,1
10451,1
10452,1
10453,1
10454,1
10455,5
10456,1
10457,1
10458,1
10459,1
10460,1
10461,1
10462,1
10463,1
10464,1
10465,1
10466,5
10467,1
10468,1
10469,1
10470,1
10471,5
10472,1
10473,5
10474,5
10475,1
10476,1
10477,5
10478,5
10479,1
10480,1
10481,1
10482,1
10483,1
10484,1
10485,1
10486,1
10487,1
10488,1
10489,1
10490,5
10491,1
10492,5
10493,5
10494,5
10495,1
10496,1
10497,1
10498,5
10499,5
10500,5
10501,5
10502,1
10503,1
10504,1
10505,2
10506,3
10507,1
10508,1
10509,5
10510,5
10511,1
10512,2
10513,1
10514,5
10515,1
10516,1
10517,1
10518,1
10519,5
10520,1
10521,1
10522,1
10523,1
10524,1
10525,1
10526,1
10527,1
10528,5
10529,1
10530,1
10531,3
10532,1
10533,1
10534,1
10535,1
10536,1
10537,1
10538,5
10539,5
10540,1
10541,1
10542,1
10543,1
10544,1
10545,1
10546,1
10547,5
10548,1
10549,1
10550,5
10551,1
10552,1
10553,5
10554,1
10555,5
10556,1
10557,1
10558,5
10559,1
10560,1
10561,1
10562,1
10563,5
10564,1
10565,1
10566,5
10567,1
10568,1
10569,1
10570,1
10571,5
10572,2
10573,1
10574,1
10575,1
10576,1
10577,2
10578,1
10579,1
10580,1
10581,5
10582,1
10583,1
10584,5
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,5
10592,1
10593,1
10594,1
10595,5
10596,4
10597,1
10598,1
10599,5
10600,5
10601,1
10602,1
10603,5
10604,1
10605,5
10606,5
10607,5
10608,1
10609,1
10610,5
10611,1
10612,1
10613,1
10614,5
10615,1
10616,5
10617,1
10618,5
10619,1
10620,1
10621,1
10622,1
10623,1
10624,1
10625,5
10626,5
10627,1
10628,1
10629,1
10630,5
10631,1
10632,1
10633,1
10634,5
10635,5
10636,5
10637,5
10638,1
10639,1
10640,1
10641,1
10642,1
10643,1
10644,1
10645,5
10646,1
10647,1
10648,1
10649,5
10650,1
10651,1
10652,1
10653,2
10654,1
10655,1
10656,5
10657,5
10658,3
10659,5
10660,1
10661,5
10662,1
10663,1
10664,5
10665,1
10666,1
10667,1
10668,1
10669,1
10670,1
10671,1
10672,1
10673,1
10674,3
10675,1
10676,3
10677,1
10678,1
10679,3
10680,5
10681,1
10682,5
10683,1
10684,1
10685,1
10686,1
10687,5
10688,1
10689,1
10690,5
10691,1
10692,3
10693,1
10694,1
10695,1
10696,1
10697,1
10698,1
10699,1
10700,1
10701,1
10702,5
10703,5
10704,5
10705,1
10706,1
10707,5
10708,1
10709,5
10710,1
10711,5
10712,5
10713,1
10714,1
10715,1
10716,5
10717,1
10718,1
10719,5
10720,1
10721,1
10722,5
10723,5
10724,2
10725,3
10726,1
10727,1
10728,1
10729,5
10730,5
10731,1
10732,1
10733,1
10734,1
10735,5
10736,2
10737,5
10738,1
10739,1
10740,1
10741,1
10742,5
10743,5
10744,1
10745,1
10746,5
10747,1
10748,1
10749,1
10750,1
10751,1
10752,1
10753,4
10754,1
10755,1
10756,2
10757,1
10758,1
10759,1
10760,1
10761,1
10762,1
10763,1
10764,1
10765,1
10766,1
10767,1
10768,1
10769,1
10770,5
10771,5
10772,5
10773,5
10774,1
10775,1
10776,5
10777,5
10778,1
10779,1
10780,1
10781,5
10782,1
10783,1
10784,1
10785,1
10786,5
10787,5
10788,5
10789,5
10790,1
10791,1
10792,1
10793,5
10794,1
10795,1
10796,1
10797,5
10798,1
10799,1
10800,1
10801,2
10802,5
10803,1
10804,1
10805,4
10806,1
10807,5
10808,1
10809,1
10810,1
10811,1
10812,5
10813,1
10814,1
10815,5
10816,1
10817,1
10818,5
10819,1
10820,1
10821,1
10822,1
10823,1
10824,1
10825,5
10826,5
10827,1
10828,1
10829,1
10830,1
10831,1
10832,1
10833,5
10834,1
10835,1
10836,1
10837,1
10838,1
10839,1
10840,5
10841,5
10842,5
10843,1
10844,5
10845,5
10846,1
10847,1
10848,5
10849,1
10850,1
10851,1
10852,1
10853,1
10854,1
10855,1
10856,1
10857,5
10858,1
10859,1
10860,1
10861,5
10862,1
10863,5
10864,5
10865,1
10866,1
10867,1
10868,5
10869,5
10870,3
10871,5
10872,1
10873,5
10874,1
10875,1
10876,5
10877,1
10878,1
10879,1
10880,5
10881,5
10882,5
10883,1
10884,1
10885,1
10886,5
10887,5
10888,1
10889,1
10890,5
10891,1
10892,5
10893,5
10894,2
10895,5
10896,1
10897,1
10898,1
10899,1
10900,5
10901,5
10902,1
10903,5
10904,5
10905,5
10906,1
10907,5
10908,4
10909,1
10910,1
10911,2
10912,2
10913,5
10914,1
10915,1
10916,1
10917,5
10918,1
10919,1
10920,1
10921,1
10922,5
10923,5
10924,1
10925,1
10926,1
10927,5
10928,1
10929,5
10930,1
10931,1
10932,1
10933,1
10934,1
10935,1
10936,1
10937,1
10938,1
10939,1
10940,1
10941,1
10942,1
10943,1
10944,5
10945,1
10946,1
10947,5
10948,3
10949,1
10950,1
10951,5
10952,1
10953,1
10954,1
10955,1
10956,1
10957,1
10958,1
10959,5
10960,5
10961,5
10962,5
10963,1
10964,1
10965,1
10966,5
10967,1
10968,1
10969,1
10970,5
10971,1
10972,2
10973,1
10974,1
10975,3
10976,1
10977,1
10978,5
10979,1
10980,5
10981,1
10982,1
10983,1
10984,1
10985,5
10986,1
10987,1
10988,1
10989,1
10990,1
10991,5
10992,1
10993,1
10994,1
10995,1
10996,1
10997,1
10998,5
10999,1
11000,1
11001,5
11002,5
11003,1
11004,3
11005,1
11006,1
11007,1
11008,5
11009,3
11010,1
11011,5
11012,1
11013,1
11014,1
11015,1
11016,1
11017,1
11018,5
11019,1
11020,1
11021,5
11022,1
11023,1
11024,5
11025,5
11026,1
11027,5
11028,5
11029,1
11030,1
11031,5
11032,5
11033,5
11034,5
11035,1
11036,1
11037,3
11038,1
11039,1
11040,1
11041,1
11042,1
11043,5
11044,1
11045,1
11046,1
11047,1
11048,1
11049,1
11050,1
11051,1
11052,1
11053,1
11054,5
11055,1
11056,1
11057,5
11058,2
11059,5
11060,1
11061,1
11062,1
11063,5
11064,1
11065,1
11066,5
11067,5
11068,5
11069,1
11070,1
11071,2
11072,1
11073,1
11074,1
11075,1
11076,1
11077,1
11078,5
11079,1
11080,1
11081,1
11082,1
11083,5
11084,1
11085,1
11086,1
11087,1
11088,5
11089,1
11090,5
11091,1
11092,1
11093,5
11094,1
11095,1
11096,5
11097,1
11098,5
11099,5
11100,1
11101,5
11102,5
11103,1
11104,1
11105,5
11106,1
11107,5
11108,1
11109,1
11110,5
11111,1
11112,1
11113,5
11114,5
11115,1
11116,5
11117,1
11118,1
11119,1
11120,1
11121,5
11122,1
11123,1
11124,1
11125,3
11126,5
11127,1
11128,1
11129,1
11130,3
11131,5
11132,2
11133,1
11134,1
11135,5
11136,5
11137,1
11138,1
11139,1
11140,5
11141,2
11142,1
11143,1
11144,5
11145,5
11146,1
11147,1
11148,1
11149,1
11150,1
11151,5
11152,5
11153,1
11154,1
11155,1
11156,1
11157,5
11158,1
11159,1
11160,5
11161,5
11162,1
11163,1
11164,5
11165,5
11166,1
11167,1
11168,1
11169,5
11170,1
11171,5
11172,3
11173,5
11174,5
11175,1
11176,5
11177,5
11178,1
11179,1
11180,1
11181,5
11182,1
11183,1
11184,1
11185,1
11186,1
11187,1
11188,1
11189,1
11190,1
11191,1
11192,1
11193,1
11194,1
11195,4
11196,1
11197,1
11198,5
11199,5
11200,1
11201,1
11202,1
11203,1
11204,1
11205,1
11206,5
11207,1
11208,1
11209,3
11210,5
11211,1
11212,1
11213,1
11214,1
11215,5
11216,5
11217,5
11218,1
11219,1
11220,5
11221,1
11222,5
11223,5
11224,1
11225,1
11226,1
11227,1
11228,1
11229,5
11230,5
11231,1
11232,5
11233,1
11234,1
11235,1
11236,1
11237,5
11238,1
11239,5
11240,1
11241,1
11242,1
11243,1
11244,1
11245,1
11246,5
11247,5
11248,1
11249,5
11250,5
11251,5
11252,5
11253,1
11254,5
11255,1
11256,1
11257,1
11258,1
11259,1
11260,2
11261,1
11262,5
11263,1
11264,5
11265,5
11266,1
11267,1
11268,5
11269,1
11270,1
11271,1
11272,5
11273,3
11274,1
11275,5
11276,5
11277,1
11278,1
11279,1
11280,1
11281,1
11282,5
11283,1
11284,5
11285,5
11286,1
11287,1
11288,2
11289,1
11290,5
11291,1
11292,5
11293,1
11294,1
11295,1
11296,2
11297,1
11298,1
11299,5
11300,1
11301,1
11302,1
11303,5
11304,1
11305,2
11306,1
11307,1
11308,5
11309,5
11310,5
11311,1
11312,1
11313,5
11314,5
11315,1
11316,1
11317,1
11318,1
11319,5
11320,1
11321,1
11322,1
11323,1
11324,1
11325,5
11326,1
11327,1
11328,1
11329,1
11330,1
11331,5
11332,5
11333,1
11334,1
11335,1
11336,1
11337,1
11338,1
11339,1
11340,1
11341,5
11342,1
11343,1
11344,1
11345,1
11346,1
11347,3
11348,5
11349,1
11350,1
11351,5
11352,1
11353,5
11354,1
11355,5
11356,1
11357,1
11358,3
11359,1
11360,1
11361,1
11362,1
11363,1
11364,5
11365,5
11366,5
11367,1
11368,1
11369,1
11370,1
11371,1
11372,1
11373,3
11374,1
11375,5
11376,1
11377,1
11378,5
11379,1
11380,2
11381,1
11382,1
11383,5
11384,5
11385,1
11386,3
11387,5
11388,5
11389,1
11390,1
11391,1
11392,1
11393,5
11394,1
11395,1
11396,5
11397,5
11398,5
11399,1
11400,1
11401,1
11402,5
11403,1
11404,2
11405,5
11406,1
11407,5
11408,1
11409,1
11410,1
11411,5
11412,5
11413,1
11414,3
11415,5
11416,1
11417,5
11418,1
11419,1
11420,1
11421,5
11422,1
11423,5
11424,1
11425,1
11426,1
11427,1
11428,1
11429,5
11430,5
11431,5
11432,5
11433,1
11434,5
11435,1
11436,1
11437,1
11438,5
11439,1
11440,1
11441,1
11442,1
11443,1
11444,5
11445,1
11446,3
11447,5
11448,1
11449,1
11450,1
11451,5
11452,1
11453,1
11454,5
11455,5
11456,1
11457,5
11458,1
11459,5
11460,1
11461,1
11462,1
11463,1
11464,2
11465,5
11466,5
11467,1
11468,1
11469,5
11470,5
11471,1
11472,1
11473,1
11474,1
11475,1
11476,5
11477,1
11478,1
11479,5
11480,1
11481,1
11482,5
11483,1
11484,1
11485,1
11486,1
11487,5
11488,5
11489,1
11490,1
11491,5
11492,1
11493,1
11494,1
11495,1
11496,1
11497,1
11498,1
11499,1
11500,5
11501,1
11502,1
11503,1
11504,1
11505,2
11506,5
11507,1
11508,2
11509,1
11510,5
11511,1
11512,1
11513,5
11514,1
11515,5
11516,1
11517,1
11518,1
11519,1
11520,1
11521,5
11522,1
11523,1
11524,1
11525,1
11526,1
11527,1
11528,1
11529,1
11530,1
11531,1
11532,5
11533,5
11534,1
11535,1
11536,5
11537,2
11538,5
11539,1
11540,5
11541,5
11542,1
11543,5
11544,5
11545,5
11546,5
11547,5
11548,1
11549,5
11550,1
11551,1
11552,1
11553,5
11554,1
11555,1
11556,5
11557,5
11558,1
11559,2
11560,1
11561,5
11562,5
11563,5
11564,1
11565,1
11566,5
11567,1
11568,1
11569,5
11570,1
11571,1
11572,5
11573,1
11574,5
11575,1
11576,1
11577,1
11578,1
11579,1
11580,5
11581,1
11582,1
11583,5
11584,1
11585,5
11586,5
11587,1
11588,1
11589,5
11590,1
11591,1
11592,1
11593,1
11594,1
11595,5
11596,1
11597,1
11598,5
11599,1
11600,1
11601,1
11602,1
11603,1
11604,1
11605,5
11606,5
11607,5
11608,5
11609,1
11610,5
11611,1
11612,1
11613,1
11614,1
11615,1
11616,5
11617,1
11618,5
11619,1
11620,5
11621,1
11622,5
11623,1
11624,1
11625,1
11626,1
11627,5
11628,2
11629,1
11630,1
11631,5
11632,1
11633,1
11634,5
11635,5
11636,1
11637,1
11638,5
11639,1
11640,5
11641,5
11642,3
11643,1
11644,5
11645,5
11646,5
11647,1
11648,1
11649,5
11650,1
11651,5
11652,1
11653,1
11654,1
11655,1
11656,1
11657,1
11658,1
11659,5
11660,3
11661,1
11662,1
11663,1
11664,5
11665,5
11666,1
11667,1
11668,1
11669,5
11670,1
11671,1
11672,5
11673,1
11674,1
11675,5
11676,5
11677,5
11678,5
11679,5
11680,1
11681,1
11682,5
11683,1
11684,1
11685,1
11686,5
11687,5
11688,2
11689,1
11690,5
11691,1
11692,1
11693,5
11694,1
11695,1
11696,1
11697,5
11698,1
11699,1
11700,1
11701,1
11702,5
11703,1
11704,1
11705,1
11706,1
11707,1
11708,5
11709,1
11710,1
11711,1
11712,1
11713,1
11714,5
11715,5
11716,1
11717,1
11718,1
11719,1
11720,1
11721,5
11722,1
11723,1
11724,1
11725,1
11726,1
11727,1
11728,1
11729,1
11730,1
11731,1
11732,5
11733,1
11734,1
11735,1
11736,5
11737,1
11738,5
11739,1
11740,1
11741,1
11742,1
11743,5
11744,1
11745,5
11746,1
11747,1
11748,1
11749,5
11750,1
11751,5
11752,1
11753,1
11754,1
11755,1
11756,1
11757,1
11758,1
11759,5
11760,1
11761,1
11762,1
11763,1
11764,1
11765,5
11766,1
11767,1
11768,5
11769,5
11770,1
11771,1
11772,1
11773,5
11774,1
11775,1
11776,1
11777,3
11778,1
11779,1
11780,1
11781,5
11782,1
11783,5
11784,1
11785,1
11786,1
11787,1
11788,1
11789,1
11790,4
11791,1
11792,1
11793,1
11794,1
11795,1
11796,1
11797,1
11798,5
11799,1
11800,1
11801,1
11802,1
11803,5
11804,1
11805,1
11806,1
11807,1
11808,5
11809,1
11810,1
11811,5
11812,1
11813,1
11814,5
11815,1
11816,1
11817,5
11818,1
11819,5
11820,5
11821,1
11822,1
11823,5
11824,1
11825,3
11826,1
11827,1
11828,1
11829,5
11830,1
11831,1
11832,5
11833,1
11834,1
11835,5
11836,1
11837,1
11838,1
11839,1
11840,5
11841,1
11842,1
11843,1
11844,1
11845,1
11846,1
11847,1
11848,1
11849,5
11850,1
11851,1
11852,5
11853,5
11854,5
11855,5
11856,1
11857,5
11858,2
11859,1
11860,1
11861,1
11862,1
11863,1
11864,1
11865,5
11866,1
11867,1
11868,1
11869,1
11870,5
11871,1
11872,1
11873,1
11874,5
11875,1
11876,1
11877,1
11878,5
11879,1
11880,1
11881,1
11882,1
11883,5
11884,1
11885,1
11886,1
11887,1
11888,1
11889,5
11890,3
11891,1
11892,5
11893,1
11894,1
11895,1
11896,1
11897,1
11898,1
11899,5
11900,5
11901,1
11902,1
11903,2
11904,5
11905,5
11906,5
11907,5
11908,5
11909,1
11910,1
11911,1
11912,1
11913,5
11914,1
11915,5
11916,1
11917,1
11918,1
11919,3
11920,5
11921,1
